ANNOT	NSNP	STD	TAU1	TAU1_SE	TAU2	TAU2_SE	THETA	THETA_SE	HSQ1	HSQ1_SE	HSQ2	HSQ2_SE	GCOV	GCOV_SE	GCOR	GCOR_SE	GCORSQ	GCORSQ_SE	HSQ1_ENRICHMENT	HSQ1_ENRICHMENT_SE	HSQ2_ENRICHMENT	HSQ2_ENRICHMENT_SE	GCOV_ENRICHMENT	GCOV_ENRICHMENT_SE	GCORSQ_ENRICHMENT	GCORSQ_ENRICHMENT_SE	GCORSQ_ENRICHMENT_P	GCOVSQ_DIFF	GCOVSQ_DIFF_SE	GCOVSQ_DIFF_P
DHS_Trynka	972824.0	0.3618699	-1.1773217067911901e-07	1.3875420279418904e-07	-1.7050290068709728e-07	8.054558264802836e-08	-2.0080855733795033e-07	8.595721112669708e-08	0.1832216710940102	0.06963848952492639	0.1093913252280722	0.041885551377996835	0.09191598761944478	0.038158216150394796	0.64924884	0.2035661337154228	0.9163268756922551	0.11608538362946971	2.274134420161972	0.850227619620751	1.706497718275669	0.6767931133546774	1.2809931913269301	0.5463963207276207	0.9105367878418198	0.058507414620291576	0.12782965159779702	-0.011911039532842213	0.009793171166316705	0.22532668995431515
DHS_Trynka.flanking.500	1940360.0	0.4757114	-3.186758590345562e-08	7.16214998419673e-08	-5.5409032029274385e-08	4.447876733593148e-08	1.3064863857437103e-08	5.5266475840198837e-08	0.17511066377025938	0.07844800983959932	0.139942906253098	0.04077873342710255	0.23088354970071162	0.04455114892789389	1.4748955	0.3678230704065989	1.1178255977408798	0.12842147705452853	1.1095039900328314	0.47469585839422734	1.0958700121627476	0.3177263468228582	1.60666186177935	0.28681917631679	1.1107622794162968	0.06521289451537172	0.0909816169306521	0.027925914824467882	0.01602815961064452	0.08300030949536397
Enhancer_Andersson	25381.0	0.06544111	4.47370958056581e-08	4.436526239715022e-07	2.9585502048234957e-08	2.1873621847134928e-07	-3.639081853634707e-07	1.9991081501302688e-07	0.007117568454564989	0.011188166685464605	0.005629218414700704	0.005515556727227115	-0.0043343243890450675	0.0047649104596646065	-0.6847492	1.4503245780933443	0.4204382572908965	0.2172634810233243	3.7843744543018403	5.255364930029966	3.4685978174995284	3.362750770146562	-2.3013816237849665	2.514591863074402	0.417781591301962	0.21195732670685305	0.006568892915858271	-2.350003185029899e-05	0.00010707500702508829	0.8265068638775479
Enhancer_Andersson.flanking.500	86247.0	0.11941996	-1.4203116904809576e-07	1.9409583273954922e-07	-2.142063806331862e-07	9.370798892405219e-08	-5.625302179623759e-08	1.1031859514787357e-07	0.0018624091927338061	0.01658298902646047	-0.006912502807737817	0.007804924112425439	0.007219253928567353	0.009148260171043476	0.0	0.0	1.4719940383102244	0.4730825726547921	0.19345640992134316	2.288528128188445	-1.234424032634327	1.4071489700334496	1.1676828573384692	1.4525297676000803	1.4626927998294754	0.44300947102919874	0.29755310223424525	3.676546950757782e-05	0.0002053475372574577	0.8580882702281594
Enhancer_Hoffman	245476.0	0.19663876	1.8183071404109796e-07	1.3216873639976257e-07	5.758777277264926e-08	5.8917741796449263e-08	6.097715044006691e-08	6.397623764087257e-08	0.09072021381510037	0.029335218462152583	0.052692233922870424	0.013488918614440768	0.046794243085415854	0.015365480248855676	0.6768105	0.1597905720942611	0.8219122922558534	0.11497102988529681	4.254666644785392	1.4466603585443436	3.2394335085858503	0.8681997118732705	2.6087342294284275	0.8837342547276534	0.8167187914388891	0.09506502564898932	0.055283967623870334	-0.002669066773017742	0.001742154659723404	0.12709845409219112
Enhancer_Hoffman.flanking.500	281041.0	0.20982996	-6.367842786403344e-08	1.3624877226448007e-07	1.251776549082706e-08	5.9038463007254904e-08	2.6091550253681817e-08	6.930486051714979e-08	0.018436394971227905	0.036270981179918366	0.030818590369884692	0.016062313349609055	0.038264637632071594	0.020569477819447773	1.605289	2.2001417370175185	1.0957749605861922	0.19176753698643392	0.7557876736785205	1.532326330239795	1.6240099324544253	0.8814210633934291	1.8189395408903413	0.9670699535360845	1.0888509758658835	0.14319794159358898	0.5356539711738093	0.0007581836599329833	0.0013245822605261266	0.5677008005703401
FetalDHS_Trynka	491211.0	0.26922345	-4.433614364529603e-09	1.543217820199061e-07	3.9759424197427506e-08	8.135990725577358e-08	4.0627153197192456e-08	9.066715733752062e-08	0.12754979501323754	0.05411451130026016	0.08988426796190524	0.027843294695501918	0.08705337240163197	0.024919950846083512	0.81302494	0.22401145453947802	0.9477778545768851	0.12660034783987717	3.0374408751645046	1.3083791646165217	2.739526446561519	0.8714478357718571	2.3964490488968946	0.6851505220958418	0.9417890342265582	0.07584195346068283	0.443676250399456	-0.004077236137278803	0.00571846918032187	0.476684496608752
FetalDHS_Trynka.flanking.500	1173415.0	0.40436414	1.2406959015720531e-08	9.456832827936523e-08	1.9136379592055164e-08	5.274019798662266e-08	-3.631086187283472e-08	7.36756220476309e-08	0.13809316361481383	0.07398292206314273	0.10758270443214452	0.03444842176183047	0.11781896971223577	0.04048590517727015	0.96662474	0.2656406530371447	1.0003118662091792	0.11253411775804618	1.4794436065483585	0.7493947069092254	1.438477092818908	0.45670575428432236	1.371091701963588	0.493356219337197	0.9939910938550905	0.05574462649989322	0.9142681328532734	-0.0013504990725341191	0.008165490919761957	0.8688040976623919
H3K27ac_Hnisz	2287451.0	0.47893637	-3.169346030063025e-08	2.8255646711272675e-08	-1.1610401529082992e-08	1.9489061031663368e-08	6.1431295605984815e-09	1.848108510671409e-08	0.2661297146136381	0.028034820502266463	0.22929168204394668	0.02074088526092466	0.2552168351890373	0.01827276038534044	1.0331621	0.07308625367223606	1.036298090160591	0.11895857450113367	1.3674304334410852	0.1272501170379587	1.5268927906366252	0.11232072082636468	1.5103023251753966	0.1016595937479009	1.0297499279922215	0.055061830383447	0.5895940615460651	0.0036029999403069113	0.006592908112170603	0.5853370374203948
H3K27ac_Hnisz.flanking.500	184743.0	0.17239138	4.5976047857720914e-08	1.5624286220372596e-07	-5.6118238944691257e-08	1.0195648769695254e-07	-3.1446223403008844e-08	1.0547557138806951e-07	0.025305394470796317	0.028925517174647333	0.006168929523274406	0.018658730604509417	0.009735072313394431	0.020540561793367315	0.77916193	1.2375631116408659	0.9531222878203439	0.1638482312532811	1.332463930095388	1.8427098779942712	0.5029092699069706	1.5706215242302863	0.6796662047334942	1.5098862835852573	0.9470996970559745	0.11955487905640735	0.658624501941095	-0.0002380847229342182	0.00036701324909465546	0.5172745172826829
H3K27ac_PGC2	1576138.0	0.44329	4.1622893576231945e-08	5.0017849417827165e-08	3.507524226620262e-08	3.294601214065551e-08	-7.68061880762616e-09	3.397693859596984e-08	0.2326311161324163	0.040943757470464893	0.18372672512383073	0.024529686844862574	0.18686994848624763	0.027143426156661796	0.90389794	0.10141960809620816	0.9301817479740345	0.11521927633703447	1.7085125529949718	0.2947560349139191	1.7801949459410213	0.2476701039282637	1.6034084307892584	0.21871005529420995	0.9243041139326098	0.07385652193476493	0.3066524578612342	-0.008248250209349064	0.008705522235892063	0.34454674860412515
H3K27ac_PGC2.flanking.500	391857.0	0.24566214	7.367892607135218e-08	9.549453494628324e-08	1.1478572758960581e-07	5.620183785026711e-08	4.3962383955431505e-08	5.4975128449541444e-08	0.05298969127296565	0.0346927329992738	0.06244598937817303	0.021679694630739092	0.04752201211310877	0.019299931288173092	0.82612705	0.32080656027211213	0.9350995731038587	0.14920928388958188	1.430576095830001	1.0398592080001698	2.4595757059854844	0.8265216298644039	1.6311196902272485	0.6606045774650751	0.9291908643004794	0.1158094078244821	0.5416139849589805	-0.0012037644439207918	0.002296578579572469	0.6007536583566466
H3K4me1_peaks_Trynka	990205.0	0.3643838	-8.019934227831982e-08	1.0289558360909723e-07	-1.0399210736977693e-07	6.351553594186043e-08	-4.439775480591379e-08	6.953621323191328e-08	0.13927075361401736	0.05800686059215377	0.09373671514180763	0.036954478090825665	0.11989170283084367	0.040122371306057926	1.0493112	0.27312979941039167	1.0188235260124212	0.12589281144778527	1.7094476619122656	0.6887211174127057	1.4151555338035506	0.5852648484597855	1.6545541973946916	0.5770083198579057	1.0123857821502806	0.07141276052026255	0.8624823961189638	0.0006174519111250675	0.006996591739825843	0.9297664178240053
H3K4me1_Trynka	2485739.0	0.49130577	6.005957686738839e-08	5.2862009880527694e-08	3.622633215627502e-08	3.221503774852863e-08	5.945687497899144e-09	3.119409441865173e-08	0.37317272326386075	0.045907748081485795	0.2907402460464126	0.026643400167435702	0.3130297385270063	0.025501782148423288	0.95033795	0.08382522600246575	0.9596571946643355	0.10635350829971077	1.7680479036024883	0.2165487887419183	1.8041044760357123	0.1487712203912533	1.7060927434112028	0.14295128017600148	0.953593311119273	0.07436552278873944	0.5333193028041963	-0.011438227549254068	0.018878110816331235	0.5452723152262009
H3K4me1_Trynka.flanking.500	1072946.0	0.39828384	-1.7361047710551247e-08	5.8508593525630204e-08	-1.9084479774278407e-08	3.048563357310741e-08	-4.769893280354154e-08	2.846278057688778e-08	0.041711246721658324	0.05220795990212556	0.030014519232124982	0.026792008456230965	0.03328260970140878	0.027519125069561584	0.94064355	0.8423182028635209	0.9982952160836792	0.1653218453358737	0.5044399888803943	0.5734351581743173	0.3888914593672503	0.384313856935079	0.4091507299642956	0.34076834082371177	0.9919871865418991	0.10333195712386754	0.9382683915498318	-0.00034350553583159884	0.002021900498516431	0.8652673433289451
H3K4me3_peaks_Trynka	242363.0	0.19553614	3.5670439935131526e-09	1.8727169504018093e-07	-7.876307961396378e-08	1.0801439742635921e-07	-4.6055127711497335e-08	9.680050538918294e-08	0.05312773451154047	0.03447706689268872	0.041464624151318075	0.018343636281495476	0.03815250981252485	0.016497902584552335	0.8128747	0.3614834180650094	0.9433593111679373	0.16104602220219177	2.464148490889487	1.668219500110575	2.48317749318998	1.1886954941042225	2.1375108122238435	0.9284493567137536	0.9373984107173616	0.128427527292973	0.6264782678887162	-0.0007986021603688816	0.0017392170049050028	0.6466108250608489
H3K4me3_Trynka	778701.0	0.3397877	-2.8952914732371937e-08	6.988027223542304e-08	7.5916013031474e-08	4.7534534530768724e-08	4.846308243600106e-08	4.1153462859711e-08	0.1344443313347537	0.03480137350837	0.14177150902827898	0.0199661442042491	0.11788710672776335	0.01929719099450925	0.8538874	0.13135920638713666	0.8939371789261301	0.12135506048196823	1.9611191535151713	0.5196312029866813	2.7561478999125524	0.3936685830334846	2.0524334324977835	0.359453493974103	0.8882885671304297	0.09228862773147509	0.22753925066958813	-0.0054142523422319126	0.00536837813330381	0.31441749763447313
H3K4me3_Trynka.flanking.500	716901.0	0.3166106	-3.035136231233082e-08	6.559568532793492e-08	-1.4506127854474471e-08	4.18291143944316e-08	5.481413012375924e-08	3.958391658898108e-08	0.053189645162792724	0.04156893273538241	0.03792758879334857	0.023514827673235858	0.09331693948347963	0.02282109311098584	2.0776353	1.0691965021032557	1.2734616832674708	0.2045560123576841	0.9132268655677765	0.6883761167339834	0.8412184761581711	0.5116944635577125	1.7461181202676772	0.4062516854082075	1.2654149313758911	0.16026821320630968	0.09928418081613	0.006474831510469992	0.0037213085812327724	0.08341660264897865
H3K9ac_peaks_Trynka	224450.0	0.18835218	4.889107430017248e-08	2.0913887510687346e-07	7.074545749219396e-08	1.370722628735166e-07	2.921938424549353e-08	1.543223504540947e-07	0.055541817967581425	0.03443099233486103	0.05038836242083476	0.023432059847171914	0.04124294838019274	0.025044256864229623	0.77960485	0.33313450253475474	0.9380303042746124	0.13515891633580854	2.940611437399062	1.84121657087791	3.3701032905527923	1.652171272091206	2.5335735148839524	1.5339858123843524	0.9321030767620314	0.09943927817492822	0.49552869577559333	-0.0013052286141296923	0.001919095933131235	0.49721462703353003
H3K9ac_Trynka	735630.0	0.33380574	-5.912446709999131e-08	7.806661272979909e-08	-2.758519102030732e-08	4.403869979796582e-08	-4.1534782724284014e-08	4.12728837773102e-08	0.13754235056464875	0.030340513547287735	0.11868563339440968	0.017056360364007876	0.10427745383342035	0.01932394627270932	0.8161559	0.12506825205571068	0.8548538497253964	0.11833015718561286	2.1462228640997134	0.48898875977687184	2.471408844553587	0.37459664334654064	1.9327018857131097	0.3875569562231199	0.8494521977379944	0.10071737301061749	0.1365624112389574	-0.005765226840726525	0.004259354332588488	0.1774170484101234
H3K9ac_Trynka.flanking.500	613870.0	0.30020192	-6.475546143747124e-08	7.860074191512467e-08	2.7308006966819676e-09	4.3200213184491076e-08	2.6886214143928555e-08	3.9382360483841694e-08	0.041230077995145276	0.03807594064212043	0.05436862050317389	0.021453543750067652	0.08052951326390767	0.02259196398686934	1.7008806	0.8072098853376688	1.2028680315700235	0.206272518581381	0.7611346503871359	0.7344763042396175	1.329081650832341	0.5303905812376035	1.7564075590567139	0.4674390140653883	1.1952673469671529	0.14703883526130884	0.1856997768539539	0.003915553357959919	0.0031597414040528352	0.21673075222570581
Intron_UCSC	2280882.0	0.47861266	-1.6765765664672472e-08	1.0020841045843554e-08	1.999206356018135e-09	8.370219184428151e-09	-1.9274299933869088e-09	1.23024417320039e-08	0.20556676560611958	0.02032632280860296	0.1746978396003666	0.01269732012368381	0.19748090512758848	0.01526960400449359	1.0420892	0.07178526885690346	1.055438045070597	0.12440625146918194	1.0704715158720826	0.08952891013934959	1.1810534677947704	0.06788589580575982	1.1692218024958316	0.07327219965781859	1.048768941321966	0.071573296319721	0.49642034239516697	0.0027238045337843117	0.00394497217235554	0.4907159859187715
Intron_UCSC.flanking.500	55010.0	0.09582035	2.225178832304664e-07	3.1045712489685684e-07	-2.876587146261045e-08	1.8731078910150245e-07	-6.837873200993272e-08	1.849974751166883e-07	0.02717301166243807	0.014227046373463493	0.026319965884351194	0.009721142007962426	0.01469635297286146	0.0088289213530053	0.5495384	0.2698089241176761	0.7104957689121663	0.17756834653055997	6.052166556875611	3.034483665761453	7.324248569867852	2.717283337719903	3.643654723858677	2.1723092760400777	0.7060062870160294	0.16521760709298808	0.07669499424479786	-0.0005332736610645986	0.0004411620981275556	0.22817668788212098
PromoterFlanking_Hoffman	48633.0	0.09025524	4.077894288911921e-07	2.770426021925232e-07	1.8242197086237866e-07	1.5134259001570172e-07	1.755269209979815e-07	1.5945398956773715e-07	0.029163694282663046	0.012819024017295892	0.01815191026395823	0.007250478946789667	0.014506282766135605	0.007324536510300355	0.63048345	0.2954035259502368	0.7067977691644514	0.23508262844908792	6.910506502718015	3.0718852507521484	5.755050965353613	2.265681395022153	4.043571945548448	2.024638760001067	0.7023316541955302	0.2241523554217329	0.1857080704360774	-0.0003492182146588906	0.0003216739243282898	0.27895697130039143
PromoterFlanking_Hoffman.flanking.500	146224.0	0.15412566	-2.1530686922233144e-07	1.441846109173639e-07	-1.5057180746680388e-07	8.144024121747861e-08	-3.5326873870644704e-08	7.956437286793516e-08	-0.004976505588064336	0.017922443421673404	0.0016528294336015555	0.010124787928584266	0.014401632348734575	0.01070947103962941	0.0	67.3588703918457	1.5603574915447682	0.5219779677404672	-0.31185310270425565	1.4506115026900028	0.14137870042696507	1.0750344089286394	1.3214348869341828	0.9812275142071732	1.5504979019225564	0.5125515359786628	0.2841079225263934	0.00013269189814777983	0.00032322554556019474	0.6818631453392836
Promoter_UCSC	271820.0	0.20690036	3.024689831931937e-08	9.515780163837917e-08	-5.738307962133149e-08	4.751858284635091e-08	-1.0428578178789394e-07	4.8795769203024975e-08	0.06310300027682804	0.020627925752568037	0.034812898653012264	0.010319327486475932	0.025633920707993495	0.010689531475474865	0.5469151	0.18204936058701504	0.6960860820591778	0.13213788782670371	2.7790865033830867	0.8951959076480686	1.9503662960740729	0.5739342037433256	1.274346630848314	0.5307948452166182	0.6916876521173045	0.11703808025162896	0.009094545792506015	-0.0016065233745145167	0.0008968456966108203	0.07476414546502363
Promoter_UCSC.flanking.500	62108.0	0.10174994	-4.104916797587066e-07	2.6163459665440314e-07	4.247404916668529e-08	1.3955683186850365e-07	-7.439366811468062e-08	1.3065526616173884e-07	-0.01706292296643163	0.016321221223458412	0.010205458175330365	0.008637284807200208	0.0030280262767215013	0.007985998512996617	0.0	0.0	1.2839039699832522	0.5672187602757496	-3.0264382801419676	3.153157641445877	2.6485979152518557	2.1707325149546506	0.686567108753797	1.7422087164186923	1.275791235352273	0.5419652340926555	0.6114052876827327	0.0001530308840682084	0.0002052686693627923	0.4568400635177774
Repressed_Hoffman	2705611.0	0.49883527	1.6591984675073945e-08	4.396971320375087e-08	2.524348019505851e-08	1.7907280991380503e-08	3.75323914170167e-08	2.6819540366318506e-08	0.18462884030856874	0.05485280946327479	0.07834711101866533	0.032563877559784744	0.13966650519932494	0.034144494938352685	1.1612641	0.23457045902944915	1.0478197740142774	0.13409609971468864	0.8173763436310495	0.230980714844105	0.42661957751752094	0.18574625077616871	0.6972565235312956	0.17419249314636923	1.0411988086100024	0.07491485031061346	0.5829759805165549	0.004472215430685097	0.006497076575775259	0.49203861512732394
Repressed_Hoffman.flanking.500	1521852.0	0.44056588	-1.4854008689724196e-08	4.477544734982075e-08	7.010866909240576e-08	3.235476953022953e-08	4.650540219586219e-08	3.457834907294455e-08	0.09245162901045541	0.05565042658996004	0.1500350244570688	0.04023156452257392	0.13469695208116705	0.04332982596071371	1.143679	0.3251695547003837	1.0237873877759711	0.12796349858230466	0.6597431158892575	0.43138103759160046	1.5500719205958065	0.39595289898863406	1.1932285098543938	0.3717577380060989	1.017318278255515	0.05746151293594928	0.7634324429253612	0.0033279548345276164	0.008483528778051093	0.6952680109813123
SuperEnhancer_Hnisz	982485.0	0.3640937	1.6972530048064982e-08	2.671876586646249e-08	-1.4803279491104604e-08	1.5464216573946032e-08	-6.5290084449998176e-09	2.0066044825739482e-08	0.1360464783516958	0.01451529155006803	0.10227403115580565	0.007688889820389755	0.11362055010671238	0.010881805047104646	0.9632312	0.07792510374892304	0.947860797106247	0.12683514101665475	1.6534990758281312	0.14774872693110794	1.6057475897230231	0.10999973444233939	1.565200089417035	0.12762026607868943	0.9418714526585218	0.08587456100118443	0.4992550630885719	-0.0011897484532146247	0.001720742901046313	0.4901102337443781
SuperEnhancer_Hnisz.flanking.500	18677.0	0.05620159	-2.720845060366628e-08	4.830590114579536e-07	2.764071211913688e-07	2.805809060646425e-07	2.3347098476733663e-07	3.933375012366014e-07	0.0015338967758532997	0.009311455963281505	0.0065363070220613795	0.005530258623065396	0.005736011341780248	0.007767237018139342	1.8115307	33.99522209934523	1.0630612327026796	0.42549405173937216	1.4986412669744935	5.928261806053003	5.421139150174322	4.554129711900687	3.9782840916384163	5.640463651594947	1.0563439595428255	0.3897654915891043	0.8852056719766901	-1.3704074104213637e-05	5.978880049837513e-05	0.8189426164524543
TFBS_ENCODE	768753.0	0.33800203	-2.3345382516026802e-08	8.19910113136757e-08	2.1686014761712613e-08	5.031539984656774e-08	2.3687860561949492e-08	4.618451754367925e-08	0.12914938745905002	0.04969663383444502	0.1121425194656989	0.025915971269927212	0.09826448467689142	0.026332659722344918	0.81651706	0.1911496024961514	0.9326906477577739	0.12034669990926887	1.8244241043358342	0.7661524139985575	2.251937336182637	0.5339236350734559	1.7415883430225887	0.4700366440773702	0.9267971604760469	0.0788263550497776	0.35419064867710426	-0.005124112427541469	0.006029759273742685	0.3964553932171697
TFBS_ENCODE.flanking.500	1233899.0	0.41183	-3.025003891821143e-08	6.171564592705181e-08	-2.598790693753017e-08	4.385752561120171e-08	1.1018272516594152e-08	4.374489037672902e-08	0.09003372626804622	0.05912603593560611	0.07086286696198038	0.039966444559025836	0.13091587297270013	0.03897130640885177	1.6390052	0.6544521970330676	1.1169327301784058	0.14680092493953903	0.9713092823866314	0.5634385591591471	0.8697068929438967	0.4920498843071672	1.4348150298529916	0.4175649698125593	1.1098750537069242	0.07305477434622643	0.13416439523551715	0.010219453686798104	0.007585342682929932	0.17942749835539984
Transcr_Hoffman	2028689.0	0.47573107	2.6810123898712845e-08	3.2631749746769856e-08	2.4818263000270235e-08	1.7604754987132765e-08	4.844891421385e-08	2.4548706178961766e-08	0.16595901524281398	0.04490147000081881	0.18307473249026335	0.031222911933699533	0.1860973000114214	0.03378369947944099	1.0676415	0.15703940041449202	1.0309908042942233	0.13098123403883857	0.9012712935019019	0.2593929253618677	1.3899534221329648	0.2259395467472213	1.2394500194132463	0.20785356669906524	1.0244761778129856	0.06584995075745687	0.7105145066163545	0.0035416852929420865	0.008706923816373979	0.6846166081362828
Transcr_Hoffman.flanking.500	2450207.0	0.4896205	2.4080769378542755e-08	3.5737350856379635e-08	4.4767647366938945e-09	2.1882135214923437e-08	2.7795238111139042e-08	2.2084853057435794e-08	0.20879372234872617	0.055320131534936465	0.10894844567035772	0.03389698811857233	0.16560729363448146	0.0351206639857372	1.09802	0.1978567235910207	1.0370297725075273	0.13257524279880256	1.0846328854298404	0.25302622303060807	0.679949172380023	0.21375014458536487	0.9117912355361405	0.18884703788862614	1.0304769869834758	0.07208392304543838	0.6728986665623371	0.004021782806665486	0.00857953562799006	0.6397509891196447
TSS_Hoffman	104353.0	0.13088946	-3.362403049322893e-07	1.7700946841614495e-07	-1.7137486452156736e-07	8.289461561616918e-08	-1.2330410470440256e-07	9.29315504549777e-08	0.0069772856716779005	0.015948342172011055	0.014935881895726316	0.009146606511779037	0.018992227463709176	0.007726189578429812	1.8604466	3.912390992028186	1.2627905681310767	0.4068624342924103	0.8614530969694466	1.814511380853292	2.1615828875890815	1.3753455378121415	2.4380350002369378	0.9895453783831987	1.2548112449003177	0.3782357244666404	0.5012941347250917	0.0002223322802527593	0.0002926978710789657	0.4483946954849911
